id,latitude,longitude,period,persist,radius,drogue,t,u,v
114910.0,24.808,-41.178,21.43292818739596,105.0,23468.52211432311,1.0,12737.5,-0.01823665402186849,0.0775124229973651
114910.0,24.795,-41.19799999999998,20.871472182379375,105.0,29203.681076440706,1.0,12737.75,-0.034588236089377826,0.09569477447044752
114910.0,24.837,-41.221000000000004,20.871472182379375,105.0,34561.6434511848,1.0,12738.0,-0.040537651164383556,0.11339428229060582
114910.0,24.866,-41.22800000000001,20.871472182379375,105.0,29389.52086664767,1.0,12738.25,-0.043336250318423815,0.0927793049663366
114910.0,24.895,-41.214,20.871472182379375,105.0,28546.534701796307,1.0,12738.5,-0.054807480353681264,0.0830015120227951
114910.0,24.886,-41.230999999999995,20.740342067780134,105.0,27981.49790268408,1.0,12738.75,-0.06470538333951158,0.0737504943966062
114910.0,24.915,-41.252999999999986,19.036985795175305,105.0,23046.861503154585,1.0,12739.0,-0.0610089611084348,0.06347391188408226
114910.0,24.925,-41.271000000000015,15.918985478561002,105.0,8652.533423307961,1.0,12739.25,-0.022185864609864513,0.032713489143463115
114910.0,24.947,-41.27800000000002,17.910439944923805,105.0,5114.043922389078,1.0,12739.5,0.007242018079229446,0.01946081419054929
114910.0,24.931,-41.26600000000002,19.606047581812163,105.0,10364.45974616708,1.0,12739.75,0.028544480658292442,0.025751002093939043
114910.0,24.935,-41.25200000000001,19.606047581812163,105.0,17084.880791476022,1.0,12740.0,0.03392849565528091,0.053522835894324466
114910.0,24.942,-41.238999999999976,19.606047581812163,105.0,23190.776960982093,1.0,12740.25,0.032057864448550154,0.07982141875605402
114910.0,24.994,-41.261000000000024,30.902708150077856,105.0,40889.19827032116,1.0,12740.5,0.028624618798999715,0.09186656931816577
114910.0,25.0,-41.23399999999998,34.77585363924724,105.0,45891.84970874329,1.0,12740.75,0.021285922344923533,0.09357701732960844
114910.0,25.015,-41.23200000000003,36.893172009416276,105.0,47558.19194053236,1.0,12741.0,0.01376601994036386,0.09272817542297601
